genome	hoc	gene_count
DHX2_ChrN	HOC127117	1
DHX2_ChrN	HOC127291	1
DHX2_ChrN	HOC128115	1
DHX2_ChrN	HOC128317	1
DHX2_ChrN	HOC128364	1
DHX2_ChrN	HOC161057	1
DHX2_ChrN	HOC161115	1
DHX2_ChrN	HOC161390	1
DHX2_ChrN	HOC161913	1
DHX2_ChrN	HOC391510	1
DHX2_ChrN	HOC392358	1
DHX2_ChrN	HOC392591	1
EP1_chrN	HOC000359	1
EP1_chrN	HOC001471	1
EP1_chrN	HOC001516	2
EP1_chrN	HOC003999	3
EP1_chrN	HOC004266	2
EP1_chrN	HOC005133	1
EP1_chrN	HOC005252	1
EP1_chrN	HOC005697	1
EP1_chrN	HOC005795	2
EP1_chrN	HOC006000	1
EP1_chrN	HOC006100	1
EP1_chrN	HOC006280	1
EP1_chrN	HOC006786	1
EP1_chrN	HOC008249	1
EP1_chrN	HOC009473	1
EP1_chrN	HOC010400	2
EP1_chrN	HOC013366	1
EP1_chrN	HOC027466	1
EP1_chrN	HOC040581	2
EP1_chrN	HOC040657	2
EP1_chrN	HOC048344	1
EP1_chrN	HOC050462	2
EP1_chrN	HOC051089	2
EP1_chrN	HOC055591	2
EP1_chrN	HOC061505	1
EP1_chrN	HOC062923	1
EP1_chrN	HOC070715	1
EP1_chrN	HOC071241	1
EP1_chrN	HOC071600	1
EP1_chrN	HOC072236	1
EP1_chrN	HOC072985	1
EP1_chrN	HOC073888	1
EP1_chrN	HOC074765	1
EP1_chrN	HOC075232	2
EP1_chrN	HOC075477	1
EP1_chrN	HOC075524	1
EP1_chrN	HOC079328	1
EP1_chrN	HOC079654	1
EP1_chrN	HOC080042	1
EP1_chrN	HOC080506	1
EP1_chrN	HOC084627	1
EP1_chrN	HOC090996	1
EP1_chrN	HOC091215	1
EP1_chrN	HOC091491	1
EP1_chrN	HOC091687	1
EP1_chrN	HOC099648	1
EP1_chrN	HOC111357	1
EP1_chrN	HOC111555	1
EP1_chrN	HOC111843	1
EP1_chrN	HOC129544	1
EP1_chrN	HOC130305	1
EP1_chrN	HOC131548	1
EP1_chrN	HOC132931	1
EP1_chrN	HOC174929	1
EP1_chrN	HOC175069	1
EP1_chrN	HOC175516	1
EP1_chrN	HOC176350	1
EP1_chrN	HOC176370	1
EP1_chrN	HOC176578	1
EP1_chrN	HOC176750	1
EP1_chrN	HOC448044	1
EP1_chrN	HOC448160	1
EP1_chrN	HOC448478	1
EP1_chrN	HOC449478	1
EP1_chrN	HOC449659	1
EP1_chrN	HOC449697	1
EP1_chrN	HOC449748	1
EP1_chrN	HOC449893	1
EP1_chrN	HOC450730	1
EP1_chrN	HOC451963	1
EP1_chrN	HOC452016	1
EP1_chrN	HOC452383	1
F7_chrN	HOC000359	1
F7_chrN	HOC001471	1
F7_chrN	HOC001516	2
F7_chrN	HOC003999	3
F7_chrN	HOC004266	2
F7_chrN	HOC005133	1
F7_chrN	HOC005252	1
F7_chrN	HOC005697	1
F7_chrN	HOC005795	1
F7_chrN	HOC006000	1
F7_chrN	HOC006100	1
F7_chrN	HOC006280	1
F7_chrN	HOC006786	1
F7_chrN	HOC008249	1
F7_chrN	HOC009473	1
F7_chrN	HOC010400	2
F7_chrN	HOC013366	1
F7_chrN	HOC027466	1
F7_chrN	HOC040581	2
F7_chrN	HOC040657	2
F7_chrN	HOC048344	1
F7_chrN	HOC050462	2
F7_chrN	HOC051089	2
F7_chrN	HOC055591	2
F7_chrN	HOC061505	1
F7_chrN	HOC062923	2
F7_chrN	HOC070715	1
F7_chrN	HOC071241	1
F7_chrN	HOC071600	1
F7_chrN	HOC072236	1
F7_chrN	HOC072985	1
F7_chrN	HOC073888	1
F7_chrN	HOC074765	1
F7_chrN	HOC075232	2
F7_chrN	HOC075477	1
F7_chrN	HOC075524	1
F7_chrN	HOC079328	1
F7_chrN	HOC079654	1
F7_chrN	HOC080042	1
F7_chrN	HOC080506	1
F7_chrN	HOC084627	1
F7_chrN	HOC090996	1
F7_chrN	HOC091215	1
F7_chrN	HOC091687	1
F7_chrN	HOC099522	1
F7_chrN	HOC099648	1
F7_chrN	HOC100379	1
F7_chrN	HOC111357	1
F7_chrN	HOC111555	1
F7_chrN	HOC111843	1
F7_chrN	HOC130831	1
F7_chrN	HOC130999	1
F7_chrN	HOC131548	1
F7_chrN	HOC131834	1
F7_chrN	HOC132403	1
F7_chrN	HOC132931	1
F7_chrN	HOC172702	1
F7_chrN	HOC174929	1
F7_chrN	HOC175069	1
F7_chrN	HOC175516	1
F7_chrN	HOC176350	1
F7_chrN	HOC176370	1
F7_chrN	HOC177134	1
F7_chrN	HOC453338	1
F7_chrN	HOC453795	1
F7_chrN	HOC453962	1
F7_chrN	HOC455835	1
F7_chrN	HOC456763	1
F7_chrN	HOC458066	1
F7_chrN	HOC458105	1
F7_chrN	HOC458528	1
F7_chrN	HOC458613	1
F7_chrN	HOC458926	1
F7_chrN	HOC459549	1
F7_chrN	HOC459666	1
F7_chrN	HOC459691	1
F7_chrN	HOC460087	1
GoldenPromise_chrNH	HOC000359	4
GoldenPromise_chrNH	HOC000811	3
GoldenPromise_chrNH	HOC001177	2
GoldenPromise_chrNH	HOC001471	2
GoldenPromise_chrNH	HOC001516	1
GoldenPromise_chrNH	HOC003999	1
GoldenPromise_chrNH	HOC004266	1
GoldenPromise_chrNH	HOC005133	1
GoldenPromise_chrNH	HOC005252	1
GoldenPromise_chrNH	HOC005697	1
GoldenPromise_chrNH	HOC005795	1
GoldenPromise_chrNH	HOC006000	1
GoldenPromise_chrNH	HOC006100	1
GoldenPromise_chrNH	HOC006280	1
GoldenPromise_chrNH	HOC006786	1
GoldenPromise_chrNH	HOC008249	1
GoldenPromise_chrNH	HOC009473	1
GoldenPromise_chrNH	HOC010400	1
GoldenPromise_chrNH	HOC010694	1
GoldenPromise_chrNH	HOC011076	1
GoldenPromise_chrNH	HOC011644	1
GoldenPromise_chrNH	HOC012251	2
GoldenPromise_chrNH	HOC013366	1
GoldenPromise_chrNH	HOC013787	1
GoldenPromise_chrNH	HOC016423	1
GoldenPromise_chrNH	HOC016437	1
GoldenPromise_chrNH	HOC017870	1
GoldenPromise_chrNH	HOC023653	5
GoldenPromise_chrNH	HOC028147	1
GoldenPromise_chrNH	HOC030090	1
GoldenPromise_chrNH	HOC030270	1
GoldenPromise_chrNH	HOC031817	1
GoldenPromise_chrNH	HOC032770	1
GoldenPromise_chrNH	HOC032771	1
GoldenPromise_chrNH	HOC033072	1
GoldenPromise_chrNH	HOC033738	1
GoldenPromise_chrNH	HOC033970	1
GoldenPromise_chrNH	HOC035086	1
GoldenPromise_chrNH	HOC035193	1
GoldenPromise_chrNH	HOC035495	1
GoldenPromise_chrNH	HOC035675	1
GoldenPromise_chrNH	HOC036238	1
GoldenPromise_chrNH	HOC038588	1
GoldenPromise_chrNH	HOC039872	1
GoldenPromise_chrNH	HOC040009	1
GoldenPromise_chrNH	HOC040196	1
GoldenPromise_chrNH	HOC044641	1
GoldenPromise_chrNH	HOC053292	1
GoldenPromise_chrNH	HOC053304	2
GoldenPromise_chrNH	HOC057167	1
GoldenPromise_chrNH	HOC061248	1
GoldenPromise_chrNH	HOC316617	1
GoldenPromise_chrNH	HOC318143	1
HOR10350_chrNH	HOC000359	4
HOR10350_chrNH	HOC000811	3
HOR10350_chrNH	HOC001177	2
HOR10350_chrNH	HOC001471	2
HOR10350_chrNH	HOC001516	1
HOR10350_chrNH	HOC003999	1
HOR10350_chrNH	HOC004266	1
HOR10350_chrNH	HOC005133	1
HOR10350_chrNH	HOC005252	1
HOR10350_chrNH	HOC005697	1
HOR10350_chrNH	HOC005795	1
HOR10350_chrNH	HOC006000	1
HOR10350_chrNH	HOC006100	1
HOR10350_chrNH	HOC006280	1
HOR10350_chrNH	HOC006786	1
HOR10350_chrNH	HOC008249	1
HOR10350_chrNH	HOC009473	1
HOR10350_chrNH	HOC010400	1
HOR10350_chrNH	HOC010694	1
HOR10350_chrNH	HOC011076	1
HOR10350_chrNH	HOC011644	1
HOR10350_chrNH	HOC012251	1
HOR10350_chrNH	HOC013366	1
HOR10350_chrNH	HOC013787	1
HOR10350_chrNH	HOC016423	1
HOR10350_chrNH	HOC016437	1
HOR10350_chrNH	HOC017870	1
HOR10350_chrNH	HOC023653	5
HOR10350_chrNH	HOC028147	1
HOR10350_chrNH	HOC030090	1
HOR10350_chrNH	HOC030270	1
HOR10350_chrNH	HOC030518	1
HOR10350_chrNH	HOC031817	1
HOR10350_chrNH	HOC032770	1
HOR10350_chrNH	HOC032771	1
HOR10350_chrNH	HOC033072	1
HOR10350_chrNH	HOC033738	1
HOR10350_chrNH	HOC035086	1
HOR10350_chrNH	HOC035193	1
HOR10350_chrNH	HOC035495	1
HOR10350_chrNH	HOC035675	1
HOR10350_chrNH	HOC036238	1
HOR10350_chrNH	HOC038588	1
HOR10350_chrNH	HOC039872	1
HOR10350_chrNH	HOC047465	1
HOR10350_chrNH	HOC047654	1
HOR10350_chrNH	HOC047909	1
HOR10350_chrNH	HOC050858	1
HOR10350_chrNH	HOC050878	1
HOR10350_chrNH	HOC053197	1
HOR10350_chrNH	HOC053304	1
HOR10350_chrNH	HOC057250	3
HOR10350_chrNH	HOC064328	1
HOR10350_chrNH	HOC067028	1
HOR10350_chrNH	HOC082514	1
HOR10350_chrNH	HOC082793	1
HOR10350_chrNH	HOC083068	1
HOR10350_chrNH	HOC087469	1
HOR10350_chrNH	HOC156095	1
HOR10350_chrNH	HOC321214	1
HOR10350_chrNH	HOC321932	1
HOR10350_chrNH	HOC322341	1
HOR10350_chrNH	HOC322360	1
HOR10350_chrNH	HOC322494	1
HOR13821_chrNH	HOC000359	4
HOR13821_chrNH	HOC000811	4
HOR13821_chrNH	HOC001177	2
HOR13821_chrNH	HOC001471	2
HOR13821_chrNH	HOC001516	1
HOR13821_chrNH	HOC003999	2
HOR13821_chrNH	HOC004266	1
HOR13821_chrNH	HOC005133	1
HOR13821_chrNH	HOC005252	1
HOR13821_chrNH	HOC005697	1
HOR13821_chrNH	HOC005795	1
HOR13821_chrNH	HOC006000	1
HOR13821_chrNH	HOC006100	1
HOR13821_chrNH	HOC006280	1
HOR13821_chrNH	HOC006786	1
HOR13821_chrNH	HOC009473	1
HOR13821_chrNH	HOC010400	1
HOR13821_chrNH	HOC010694	1
HOR13821_chrNH	HOC011076	1
HOR13821_chrNH	HOC011644	1
HOR13821_chrNH	HOC012251	2
HOR13821_chrNH	HOC013366	1
HOR13821_chrNH	HOC013787	1
HOR13821_chrNH	HOC016423	1
HOR13821_chrNH	HOC016437	1
HOR13821_chrNH	HOC017870	1
HOR13821_chrNH	HOC023653	6
HOR13821_chrNH	HOC028147	1
HOR13821_chrNH	HOC030090	1
HOR13821_chrNH	HOC030270	1
HOR13821_chrNH	HOC030518	1
HOR13821_chrNH	HOC031817	1
HOR13821_chrNH	HOC032770	1
HOR13821_chrNH	HOC032771	1
HOR13821_chrNH	HOC033072	1
HOR13821_chrNH	HOC033738	1
HOR13821_chrNH	HOC033970	1
HOR13821_chrNH	HOC035086	1
HOR13821_chrNH	HOC035193	1
HOR13821_chrNH	HOC035495	1
HOR13821_chrNH	HOC035675	1
HOR13821_chrNH	HOC036238	1
HOR13821_chrNH	HOC038588	1
HOR13821_chrNH	HOC040009	1
HOR13821_chrNH	HOC040196	1
HOR13821_chrNH	HOC044641	1
HOR13821_chrNH	HOC047465	1
HOR13821_chrNH	HOC047654	1
HOR13821_chrNH	HOC047826	1
HOR13821_chrNH	HOC047909	1
HOR13821_chrNH	HOC050858	1
HOR13821_chrNH	HOC050878	1
HOR13821_chrNH	HOC053639	1
HOR13821_chrNH	HOC057250	2
HOR13821_chrNH	HOC061248	1
HOR13821_chrNH	HOC067028	1
HOR13821_chrNH	HOC082614	1
HOR13821_chrNH	HOC122953	1
HOR13821_chrNH	HOC123664	1
HOR13821_chrNH	HOC156176	1
HOR13821_chrNH	HOC323791	1
HOR13821_chrNH	HOC324005	1
HOR13821_chrNH	HOC324277	1
HOR13821_chrNH	HOC324629	1
HOR13821_chrNH	HOC325369	1
HOR13821_chrNH	HOC325788	1
HOR13942_chrNH	HOC000359	3
HOR13942_chrNH	HOC000811	4
HOR13942_chrNH	HOC001177	2
HOR13942_chrNH	HOC001471	2
HOR13942_chrNH	HOC001516	1
HOR13942_chrNH	HOC003999	1
HOR13942_chrNH	HOC004266	1
HOR13942_chrNH	HOC005133	1
HOR13942_chrNH	HOC005252	1
HOR13942_chrNH	HOC005697	1
HOR13942_chrNH	HOC005795	1
HOR13942_chrNH	HOC006000	1
HOR13942_chrNH	HOC006100	1
HOR13942_chrNH	HOC006280	1
HOR13942_chrNH	HOC006786	1
HOR13942_chrNH	HOC008249	1
HOR13942_chrNH	HOC009473	1
HOR13942_chrNH	HOC010400	1
HOR13942_chrNH	HOC010694	1
HOR13942_chrNH	HOC011076	1
HOR13942_chrNH	HOC011644	1
HOR13942_chrNH	HOC012251	1
HOR13942_chrNH	HOC013366	1
HOR13942_chrNH	HOC013787	1
HOR13942_chrNH	HOC016423	1
HOR13942_chrNH	HOC016437	1
HOR13942_chrNH	HOC017870	1
HOR13942_chrNH	HOC023653	4
HOR13942_chrNH	HOC028147	1
HOR13942_chrNH	HOC030090	1
HOR13942_chrNH	HOC030270	1
HOR13942_chrNH	HOC030518	1
HOR13942_chrNH	HOC031817	1
HOR13942_chrNH	HOC032770	1
HOR13942_chrNH	HOC032771	1
HOR13942_chrNH	HOC033072	1
HOR13942_chrNH	HOC033738	1
HOR13942_chrNH	HOC033970	1
HOR13942_chrNH	HOC035086	1
HOR13942_chrNH	HOC035193	1
HOR13942_chrNH	HOC035495	1
HOR13942_chrNH	HOC035675	1
HOR13942_chrNH	HOC036238	1
HOR13942_chrNH	HOC038588	1
HOR13942_chrNH	HOC039872	1
HOR13942_chrNH	HOC040009	1
HOR13942_chrNH	HOC040196	1
HOR13942_chrNH	HOC044641	1
HOR13942_chrNH	HOC047654	1
HOR13942_chrNH	HOC047826	2
HOR13942_chrNH	HOC050858	1
HOR13942_chrNH	HOC053304	1
HOR13942_chrNH	HOC053639	1
HOR13942_chrNH	HOC060969	1
HOR13942_chrNH	HOC061248	1
HOR13942_chrNH	HOC087469	1
HOR13942_chrNH	HOC156393	1
HOR13942_chrNH	HOC326553	1
HOR13942_chrNH	HOC327164	1
HOR21599_chrNH	HOC000359	4
HOR21599_chrNH	HOC000811	3
HOR21599_chrNH	HOC001177	2
HOR21599_chrNH	HOC001471	2
HOR21599_chrNH	HOC001516	1
HOR21599_chrNH	HOC003999	1
HOR21599_chrNH	HOC004266	1
HOR21599_chrNH	HOC005133	1
HOR21599_chrNH	HOC005252	1
HOR21599_chrNH	HOC005697	1
HOR21599_chrNH	HOC005795	1
HOR21599_chrNH	HOC006000	1
HOR21599_chrNH	HOC006100	1
HOR21599_chrNH	HOC006280	1
HOR21599_chrNH	HOC006786	1
HOR21599_chrNH	HOC008249	1
HOR21599_chrNH	HOC009473	1
HOR21599_chrNH	HOC010400	1
HOR21599_chrNH	HOC010694	1
HOR21599_chrNH	HOC011076	1
HOR21599_chrNH	HOC011644	1
HOR21599_chrNH	HOC012251	1
HOR21599_chrNH	HOC013366	1
HOR21599_chrNH	HOC013787	1
HOR21599_chrNH	HOC016423	1
HOR21599_chrNH	HOC016437	1
HOR21599_chrNH	HOC017870	1
HOR21599_chrNH	HOC023653	6
HOR21599_chrNH	HOC028147	1
HOR21599_chrNH	HOC030090	1
HOR21599_chrNH	HOC030270	1
HOR21599_chrNH	HOC030518	1
HOR21599_chrNH	HOC031817	1
HOR21599_chrNH	HOC032770	1
HOR21599_chrNH	HOC032771	1
HOR21599_chrNH	HOC033072	1
HOR21599_chrNH	HOC033738	1
HOR21599_chrNH	HOC035086	1
HOR21599_chrNH	HOC035193	1
HOR21599_chrNH	HOC035495	2
HOR21599_chrNH	HOC035675	1
HOR21599_chrNH	HOC036238	1
HOR21599_chrNH	HOC038588	1
HOR21599_chrNH	HOC039872	1
HOR21599_chrNH	HOC040009	1
HOR21599_chrNH	HOC040196	1
HOR21599_chrNH	HOC047465	1
HOR21599_chrNH	HOC047654	1
HOR21599_chrNH	HOC047826	1
HOR21599_chrNH	HOC050858	1
HOR21599_chrNH	HOC050878	1
HOR21599_chrNH	HOC053304	1
HOR21599_chrNH	HOC053639	1
HOR21599_chrNH	HOC057167	1
HOR21599_chrNH	HOC057250	1
HOR21599_chrNH	HOC060969	1
HOR21599_chrNH	HOC066828	2
HOR21599_chrNH	HOC067028	1
HOR21599_chrNH	HOC082614	1
HOR21599_chrNH	HOC082793	1
HOR21599_chrNH	HOC095588	1
HOR21599_chrNH	HOC329892	1
HOR21599_chrNH	HOC329964	1
HOR21599_chrNH	HOC330601	1
HOR21599_chrNH	HOC331136	1
HOR3081_chrNH	HOC000359	4
HOR3081_chrNH	HOC000811	3
HOR3081_chrNH	HOC001177	2
HOR3081_chrNH	HOC001471	2
HOR3081_chrNH	HOC001516	1
HOR3081_chrNH	HOC003999	1
HOR3081_chrNH	HOC004266	1
HOR3081_chrNH	HOC005133	1
HOR3081_chrNH	HOC005252	1
HOR3081_chrNH	HOC005697	1
HOR3081_chrNH	HOC005795	1
HOR3081_chrNH	HOC006000	1
HOR3081_chrNH	HOC006100	1
HOR3081_chrNH	HOC006280	1
HOR3081_chrNH	HOC006786	1
HOR3081_chrNH	HOC008249	1
HOR3081_chrNH	HOC009473	1
HOR3081_chrNH	HOC010400	1
HOR3081_chrNH	HOC010694	1
HOR3081_chrNH	HOC011076	1
HOR3081_chrNH	HOC011644	1
HOR3081_chrNH	HOC012251	1
HOR3081_chrNH	HOC013366	1
HOR3081_chrNH	HOC013787	1
HOR3081_chrNH	HOC016423	1
HOR3081_chrNH	HOC016437	1
HOR3081_chrNH	HOC017870	1
HOR3081_chrNH	HOC023653	4
HOR3081_chrNH	HOC028147	1
HOR3081_chrNH	HOC030090	1
HOR3081_chrNH	HOC030270	1
HOR3081_chrNH	HOC030518	1
HOR3081_chrNH	HOC031817	1
HOR3081_chrNH	HOC032770	1
HOR3081_chrNH	HOC032771	1
HOR3081_chrNH	HOC033072	1
HOR3081_chrNH	HOC033738	1
HOR3081_chrNH	HOC033970	1
HOR3081_chrNH	HOC035086	1
HOR3081_chrNH	HOC035193	1
HOR3081_chrNH	HOC035495	1
HOR3081_chrNH	HOC035675	1
HOR3081_chrNH	HOC036238	1
HOR3081_chrNH	HOC038588	1
HOR3081_chrNH	HOC039872	1
HOR3081_chrNH	HOC040009	1
HOR3081_chrNH	HOC040196	1
HOR3081_chrNH	HOC047465	1
HOR3081_chrNH	HOC047654	1
HOR3081_chrNH	HOC047826	2
HOR3081_chrNH	HOC047909	1
HOR3081_chrNH	HOC050858	1
HOR3081_chrNH	HOC050878	1
HOR3081_chrNH	HOC053292	1
HOR3081_chrNH	HOC053304	2
HOR3081_chrNH	HOC053639	1
HOR3081_chrNH	HOC057167	3
HOR3081_chrNH	HOC057250	1
HOR3081_chrNH	HOC060969	1
HOR3081_chrNH	HOC061248	2
HOR3081_chrNH	HOC082614	1
HOR3081_chrNH	HOC082808	1
HOR3081_chrNH	HOC087469	1
HOR3081_chrNH	HOC156608	1
HOR3081_chrNH	HOC332625	1
HOR3081_chrNH	HOC332640	1
HOR3081_chrNH	HOC333400	1
HOR3081_chrNH	HOC333977	1
HOR3081_chrNH	HOC334180	1
HOR3365_chrNH	HOC000359	4
HOR3365_chrNH	HOC000811	4
HOR3365_chrNH	HOC001177	2
HOR3365_chrNH	HOC001471	2
HOR3365_chrNH	HOC001516	1
HOR3365_chrNH	HOC003999	1
HOR3365_chrNH	HOC004266	1
HOR3365_chrNH	HOC005133	1
HOR3365_chrNH	HOC005252	1
HOR3365_chrNH	HOC005697	1
HOR3365_chrNH	HOC005795	1
HOR3365_chrNH	HOC006000	1
HOR3365_chrNH	HOC006100	1
HOR3365_chrNH	HOC006280	1
HOR3365_chrNH	HOC006786	1
HOR3365_chrNH	HOC008249	1
HOR3365_chrNH	HOC009473	1
HOR3365_chrNH	HOC010400	1
HOR3365_chrNH	HOC010694	1
HOR3365_chrNH	HOC011076	1
HOR3365_chrNH	HOC011644	1
HOR3365_chrNH	HOC012251	2
HOR3365_chrNH	HOC013366	1
HOR3365_chrNH	HOC013787	1
HOR3365_chrNH	HOC016423	1
HOR3365_chrNH	HOC016437	1
HOR3365_chrNH	HOC017870	1
HOR3365_chrNH	HOC023653	4
HOR3365_chrNH	HOC028147	1
HOR3365_chrNH	HOC030090	1
HOR3365_chrNH	HOC030270	1
HOR3365_chrNH	HOC030518	1
HOR3365_chrNH	HOC031817	1
HOR3365_chrNH	HOC032770	1
HOR3365_chrNH	HOC032771	1
HOR3365_chrNH	HOC033072	1
HOR3365_chrNH	HOC035086	1
HOR3365_chrNH	HOC035193	1
HOR3365_chrNH	HOC035495	1
HOR3365_chrNH	HOC035675	1
HOR3365_chrNH	HOC036238	1
HOR3365_chrNH	HOC038588	1
HOR3365_chrNH	HOC039872	1
HOR3365_chrNH	HOC040009	1
HOR3365_chrNH	HOC040196	1
HOR3365_chrNH	HOC044641	1
HOR3365_chrNH	HOC047465	1
HOR3365_chrNH	HOC047654	1
HOR3365_chrNH	HOC047826	1
HOR3365_chrNH	HOC047909	1
HOR3365_chrNH	HOC050858	1
HOR3365_chrNH	HOC050878	1
HOR3365_chrNH	HOC064328	1
HOR3365_chrNH	HOC066828	1
HOR3365_chrNH	HOC067028	1
HOR3365_chrNH	HOC082614	1
HOR3365_chrNH	HOC082808	1
HOR3365_chrNH	HOC083068	1
HOR3365_chrNH	HOC122953	1
HOR3365_chrNH	HOC156095	1
HOR3365_chrNH	HOC336124	1
HOR3365_chrNH	HOC336356	1
HOR3365_chrNH	HOC336686	1
HOR7552_chrNH	HOC000359	4
HOR7552_chrNH	HOC000811	3
HOR7552_chrNH	HOC001177	2
HOR7552_chrNH	HOC001471	2
HOR7552_chrNH	HOC001516	1
HOR7552_chrNH	HOC003999	1
HOR7552_chrNH	HOC004266	1
HOR7552_chrNH	HOC005133	1
HOR7552_chrNH	HOC005252	1
HOR7552_chrNH	HOC005697	1
HOR7552_chrNH	HOC005795	1
HOR7552_chrNH	HOC006000	1
HOR7552_chrNH	HOC006100	1
HOR7552_chrNH	HOC006280	1
HOR7552_chrNH	HOC006786	1
HOR7552_chrNH	HOC008249	1
HOR7552_chrNH	HOC009473	1
HOR7552_chrNH	HOC010400	1
HOR7552_chrNH	HOC010694	1
HOR7552_chrNH	HOC011076	1
HOR7552_chrNH	HOC011644	1
HOR7552_chrNH	HOC012251	1
HOR7552_chrNH	HOC013366	1
HOR7552_chrNH	HOC013787	1
HOR7552_chrNH	HOC016423	1
HOR7552_chrNH	HOC016437	1
HOR7552_chrNH	HOC017870	1
HOR7552_chrNH	HOC023653	1
HOR7552_chrNH	HOC028147	2
HOR7552_chrNH	HOC030090	2
HOR7552_chrNH	HOC030270	2
HOR7552_chrNH	HOC030518	2
HOR7552_chrNH	HOC032770	1
HOR7552_chrNH	HOC032771	1
HOR7552_chrNH	HOC033072	1
HOR7552_chrNH	HOC033738	1
HOR7552_chrNH	HOC033970	5
HOR7552_chrNH	HOC035086	1
HOR7552_chrNH	HOC035193	1
HOR7552_chrNH	HOC035495	1
HOR7552_chrNH	HOC035675	1
HOR7552_chrNH	HOC036238	1
HOR7552_chrNH	HOC038588	1
HOR7552_chrNH	HOC039872	1
HOR7552_chrNH	HOC040009	1
HOR7552_chrNH	HOC040196	1
HOR7552_chrNH	HOC044641	1
HOR7552_chrNH	HOC047465	1
HOR7552_chrNH	HOC047654	1
HOR7552_chrNH	HOC047826	2
HOR7552_chrNH	HOC047909	1
HOR7552_chrNH	HOC050878	1
HOR7552_chrNH	HOC053197	1
HOR7552_chrNH	HOC053292	1
HOR7552_chrNH	HOC053639	1
HOR7552_chrNH	HOC057250	1
HOR7552_chrNH	HOC060969	1
HOR7552_chrNH	HOC064328	1
HOR7552_chrNH	HOC066828	1
HOR7552_chrNH	HOC067028	1
HOR7552_chrNH	HOC082514	1
HOR7552_chrNH	HOC082793	1
HOR7552_chrNH	HOC083068	1
HOR7552_chrNH	HOC121980	2
HOR7552_chrNH	HOC123664	1
HOR7552_chrNH	HOC156176	1
HOR7552_chrNH	HOC156865	1
HOR7552_chrNH	HOC338232	1
HOR7552_chrNH	HOC339074	1
HOR7552_chrNH	HOC339799	1
HOR7552_chrNH	HOC339813	1
HOR8148_chrNH	HOC000359	4
HOR8148_chrNH	HOC000811	4
HOR8148_chrNH	HOC001177	2
HOR8148_chrNH	HOC001471	2
HOR8148_chrNH	HOC001516	1
HOR8148_chrNH	HOC003999	1
HOR8148_chrNH	HOC004266	1
HOR8148_chrNH	HOC005133	1
HOR8148_chrNH	HOC005252	1
HOR8148_chrNH	HOC005697	1
HOR8148_chrNH	HOC005795	1
HOR8148_chrNH	HOC006000	1
HOR8148_chrNH	HOC006100	1
HOR8148_chrNH	HOC006280	1
HOR8148_chrNH	HOC006786	1
HOR8148_chrNH	HOC008249	1
HOR8148_chrNH	HOC009473	1
HOR8148_chrNH	HOC010400	1
HOR8148_chrNH	HOC010694	1
HOR8148_chrNH	HOC011076	1
HOR8148_chrNH	HOC011644	1
HOR8148_chrNH	HOC012251	2
HOR8148_chrNH	HOC013366	1
HOR8148_chrNH	HOC013787	1
HOR8148_chrNH	HOC016423	1
HOR8148_chrNH	HOC016437	1
HOR8148_chrNH	HOC017870	1
HOR8148_chrNH	HOC023653	4
HOR8148_chrNH	HOC030090	1
HOR8148_chrNH	HOC030270	1
HOR8148_chrNH	HOC030518	1
HOR8148_chrNH	HOC031817	1
HOR8148_chrNH	HOC032770	1
HOR8148_chrNH	HOC032771	1
HOR8148_chrNH	HOC033072	1
HOR8148_chrNH	HOC033738	1
HOR8148_chrNH	HOC033970	1
HOR8148_chrNH	HOC035086	1
HOR8148_chrNH	HOC035193	1
HOR8148_chrNH	HOC035495	1
HOR8148_chrNH	HOC035675	1
HOR8148_chrNH	HOC036238	1
HOR8148_chrNH	HOC038588	1
HOR8148_chrNH	HOC039872	1
HOR8148_chrNH	HOC040009	1
HOR8148_chrNH	HOC040196	1
HOR8148_chrNH	HOC047465	1
HOR8148_chrNH	HOC047826	1
HOR8148_chrNH	HOC047909	1
HOR8148_chrNH	HOC050858	1
HOR8148_chrNH	HOC061248	1
HOR8148_chrNH	HOC066828	1
HOR8148_chrNH	HOC067028	1
HOR8148_chrNH	HOC082808	1
HOR8148_chrNH	HOC095588	1
HOR8148_chrNH	HOC340697	1
HOR8148_chrNH	HOC341006	1
HOR8148_chrNH	HOC341777	1
HOR8148_chrNH	HOC341989	1
HOR8148_chrNH	HOC342263	1
HOR9043_chrNH	HOC000359	4
HOR9043_chrNH	HOC000811	3
HOR9043_chrNH	HOC001177	2
HOR9043_chrNH	HOC001471	2
HOR9043_chrNH	HOC001516	1
HOR9043_chrNH	HOC003999	1
HOR9043_chrNH	HOC004266	1
HOR9043_chrNH	HOC005133	1
HOR9043_chrNH	HOC005252	1
HOR9043_chrNH	HOC005697	1
HOR9043_chrNH	HOC005795	1
HOR9043_chrNH	HOC006000	1
HOR9043_chrNH	HOC006100	1
HOR9043_chrNH	HOC006280	1
HOR9043_chrNH	HOC006786	1
HOR9043_chrNH	HOC008249	1
HOR9043_chrNH	HOC009473	1
HOR9043_chrNH	HOC010400	1
HOR9043_chrNH	HOC010694	1
HOR9043_chrNH	HOC011076	1
HOR9043_chrNH	HOC011644	1
HOR9043_chrNH	HOC012251	1
HOR9043_chrNH	HOC013366	1
HOR9043_chrNH	HOC013787	1
HOR9043_chrNH	HOC016423	1
HOR9043_chrNH	HOC016437	1
HOR9043_chrNH	HOC017870	1
